DataFile,SampleNo,7Li,9Be,23Na,24Mg,27Al,29Si,31P,33S,39K,43Ca,45Sc,47Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,75As,85Rb,88Sr,89Y,90Zr,107Ag,111Cd,118Sn,121Sb,133Cs,137Ba,139La,140Ce,141Pr,146Nd,147Sm,153Eu,157Gd,159Tb,163Dy,165Ho,166Er,169Tm,172Yb,175Lu,178Hf,181Ta,182W,197Au,205Tl,208Pb,209Bi,232Th,238U
160824-A,D0506-1a    8/24/2016 1:28:10 PM,0.007235833,0.000278074,0.344942658,0.638880939,10.12715041,43.54705309,0.12743092,0.087898704,1.069493988,0.981447882,0.00101704,0.345846948,0.00707977,0.001049848,0.039031028,1.318976772,0.000427569,0.001316178,4.657238729,0.667674583,0.004869253,0.002859112,0.012439129,0.003949229,0.010263566,0.000992943,0.002337065,0.000684123,0.03823015,0.000307474,0.015126154,0.00414538,0.01001546,0.001076948,0.004076625,0.000762263,0.000154141,0.00070331,0.00011007,0.000663637,0.000128768,0.000377362,5.26E-05,0.000340824,4.56E-05,0.000332175,0.000253693,0.000215059,1.58E-06,1.58E-05,35.90159474,0.006523305,0.002066957,0.002814614
160824-A,D0506-1b    8/24/2016 1:30:26 PM,0.008610675,0.00052367,0.430605991,0.608618339,10.88459596,41.68874081,0.11672563,0.23707953,1.054835438,1.005306681,0.000905612,0.326747124,0.006670923,0.001162469,0.037272098,1.285636632,0.000479768,0.001348973,3.612204936,0.726104512,0.007340181,0.002586153,0.017293867,0.00359066,0.009715213,0.001150426,0.002082162,0.000652319,0.038375567,0.00026013,0.019483194,0.004017637,0.009282467,0.001009343,0.003646864,0.000710175,0.000157646,0.000643614,9.67E-05,0.000622012,0.000122626,0.000347684,4.67E-05,0.000272094,4.26E-05,0.0003026,0.000243592,0.000224692,4.23E-07,1.80E-05,37.83019269,0.00667077,0.001951166,0.002672269
160824-A,D0506-2a    8/24/2016 1:33:08 PM,0.006150165,0.000648783,0.200194805,0.37516495,8.607935176,40.52642288,0.110839171,0.113615658,0.97198513,0.45273704,0.000679342,0.188346672,0.003835582,0.001233978,0.02766669,0.860433707,0.0003271,0.000858936,10.55034858,0.498096526,0.006532624,0.003710151,0.011275111,0.005074754,0.006736997,0.002491825,0.004166083,0.000354178,0.025210719,0.000814409,0.016158563,0.001918058,0.004536977,0.000513715,0.001925361,0.000422062,0.000112268,0.000574617,0.000109552,0.000721411,0.000135719,0.000369389,4.88E-05,0.000286011,4.01E-05,0.000215062,0.000118407,0.000123533,2.34E-06,0.000016359,36.40163225,0.00305557,0.001111403,0.001964768
160824-A,D0506-2b    8/24/2016 1:35:22 PM,0.008668718,0.000677159,0.280374682,0.377466575,8.753338747,42.8951494,0.121477521,0.073353569,1.103946605,0.421017246,0.000731908,0.21245027,0.004375652,0.00162626,0.028125162,0.967783571,0.000322229,0.000898882,6.773065186,0.526347087,0.009192237,0.003783422,0.010929415,0.005232802,0.00705302,0.003219098,0.004324437,0.000397099,0.030022039,0.0008288,0.016203698,0.002084123,0.005122993,0.000552408,0.002116622,0.000468833,0.000116239,0.000633563,0.000114486,0.000783976,0.000148856,0.000380126,4.73E-05,0.000298845,4.28E-05,0.000210839,0.000143728,0.000137854,1.19E-06,1.71E-05,37.33717821,0.003635585,0.001187189,0.002194529
160824-A,D0441-1a    8/24/2016 1:38:02 PM,0.021836167,0.000904306,0.670263377,0.618990358,17.56339151,42.83628335,0.150919728,0.195465704,2.744125013,2.714948106,0.001969566,0.730982296,0.009198762,0.014930515,0.537061484,10.51860811,0.003023947,0.004173858,9.415962471,0.20832809,0.005505945,0.014098694,0.03735248,0.00581015,0.019566665,0.00282923,0.001075791,0.001642827,0.013704049,0.002964889,0.190296269,0.004469596,0.008482366,0.000935777,0.003679822,0.000775155,0.000163483,0.000818515,0.000112445,0.000802481,0.000176442,0.000539586,6.84E-05,0.000448547,6.97E-05,0.000485137,0.000134995,0.000503344,1.95E-06,3.32E-05,10.71843558,0.000424684,0.001676286,0.000548909
160824-A,D0441-1b    8/24/2016 1:40:19 PM,0.021657065,0.001627168,0.657865783,0.571019115,16.63679667,42.44753694,0.163890679,0.173237609,2.635786674,2.589409582,0.002203506,0.712977052,0.0109047,0.007613752,0.505137037,8.177426974,0.002206564,0.002303929,11.53196047,0.146326301,0.006184696,0.012719201,0.03395251,0.007472278,0.021599534,0.002897241,0.00109635,0.000939433,0.013335234,0.002641595,0.179969911,0.005352048,0.010494462,0.001175848,0.004820364,0.000886735,0.000209515,0.001022809,0.000170558,0.001073918,0.00023324,0.000652027,9.31E-05,0.000606224,8.09E-05,0.000521909,0.000142205,0.000700889,2.31E-06,4.03E-05,12.68772545,0.000554559,0.002048285,0.000696845
160824-A,D0441-2a    8/24/2016 1:43:00 PM,0.027345686,0.001401672,0.726031713,0.531223799,17.03577707,42.52874794,0.156392498,-0.023234735,2.633407716,2.314330389,0.001914477,0.540813665,0.008376449,0.012157253,0.483799907,9.356628994,0.00166033,0.003298104,10.7602967,0.163731871,0.005624549,0.011988374,0.054688784,0.00556773,0.016474878,0.003081312,0.001166613,0.001771246,0.016610885,0.002515976,0.435192474,0.003830246,0.006518408,0.000795701,0.003257308,0.000617609,0.000148734,0.000745902,0.000118177,0.000773207,0.000157806,0.000440166,7.04E-05,0.000428135,6.32E-05,0.000418781,0.000141359,0.000396542,8.21E-07,3.56E-05,12.15983084,0.000400011,0.001536789,0.00049003
160824-A,D0441-2b    8/24/2016 1:45:14 PM,0.025309044,0.001614631,0.645728242,0.51414142,15.9841074,40.73860286,0.137968197,-0.11292255,2.478577788,2.108616186,0.00186161,0.534192562,0.009903373,0.005721032,0.461718953,7.511907079,0.001236389,0.002177328,14.60645979,0.122577259,0.00675516,0.010670449,0.053313015,0.006681392,0.018263187,0.002980148,0.001153997,0.00097664,0.015652319,0.002309683,0.60058666,0.0044818,0.008017704,0.000947994,0.003910134,0.000827186,0.000174425,0.000898447,0.000132532,0.000880745,0.000211486,0.000613062,8.33E-05,0.000504389,7.25E-05,0.000452591,0.000168864,0.000586144,7.91E-07,3.46E-05,13.475355,0.000459962,0.001778397,0.000566674
160824-A,D0442-1a    8/24/2016 1:47:56 PM,0.016139233,0.002465555,0.794836732,0.431369236,14.87817953,36.93239787,0.910669634,0.276270493,3.560245002,1.21042898,0.001556994,0.279268205,0.014749378,0.010722592,0.706777106,15.2397212,0.002164132,0.010014595,9.597564698,0.24239675,0.043928279,0.011576493,0.033777656,0.007597715,0.013927862,0.002022312,0.001156095,0.0022087,0.017357326,0.002835823,0.032728911,0.006515565,0.013682612,0.00159288,0.006354343,0.001300222,0.00027508,0.001213932,0.000171074,0.001141166,0.000232658,0.000659703,0.000090375,0.000549513,0.000074827,0.000336101,8.87E-05,0.0007343,1.49E-06,2.24E-05,14.66819667,0.006944036,0.001931126,0.000836101
160824-A,D0442-1b    8/24/2016 1:50:11 PM,0.013106968,0.002590363,0.657991122,0.522473213,13.89604503,32.6390162,0.831117298,0.504363909,3.085681962,1.238432839,0.001880463,0.36651738,0.016480183,0.007100099,0.949924887,19.02402368,0.00268081,0.011248686,11.26882947,0.251244161,0.057583519,0.01000167,0.029428183,0.008140233,0.014557653,0.001641866,0.001443353,0.002177757,0.019237471,0.002436707,0.027171807,0.006621297,0.013674631,0.001656244,0.006818064,0.001437527,0.000263384,0.001225017,0.000200367,0.001188932,0.000260621,0.000717338,9.15E-05,0.00059184,8.26E-05,0.000337794,9.78E-05,0.000945436,9.10E-07,2.92E-05,14.48815737,0.008153497,0.001988711,0.000890981
160824-A,D0442-2a    8/24/2016 1:52:53 PM,0.00915702,0.002684062,0.829819855,0.666730672,14.16417826,35.39328982,1.130030463,0.583492063,3.684268223,1.089543785,0.001588345,0.371372343,0.014203928,0.017065053,0.651571874,17.3104853,0.002690934,0.007860159,8.687768617,0.39025027,0.025329521,0.011853736,0.035760483,0.004524715,0.018222107,0.000706976,0.001529241,0.002839018,0.020973283,0.002536816,0.038818656,0.004201735,0.00853911,0.000967539,0.003882464,0.000744087,0.000159339,0.00070907,9.31E-05,0.000682626,0.000139265,0.000392027,5.29E-05,0.00035667,4.91E-05,0.000412815,8.24E-05,0.000685363,0,3.18E-05,14.79821324,0.006185083,0.001438744,0.000835912
160824-A,D0442-2b    8/24/2016 1:55:07 PM,0.008260671,0.002649993,0.760948966,0.75732816,14.09980483,33.75770939,0.977366752,0.455750384,3.425159058,1.109510948,0.001948107,0.467030369,0.014340388,0.0124885,0.799455875,20.00338027,0.002870276,0.008090901,8.388723682,0.336028924,0.029587153,0.010664313,0.033754726,0.004222182,0.016088251,0.000621654,0.001834456,0.002227012,0.020322482,0.002196685,0.039204792,0.004292318,0.008355115,0.000969919,0.004011077,0.00087577,0.000154067,0.000674707,0.000098654,0.000618659,0.000133577,0.000373937,5.02E-05,0.000325282,5.50E-05,0.000361489,0.000079787,0.000853426,0,2.26E-05,14.41989422,0.006039472,0.001370993,0.000819648
160824-A,D0439-1a    8/24/2016 1:57:49 PM,0.037236199,0.00397068,0.951661911,1.106032654,21.18503273,45.43513747,0.849871549,0.21050451,5.961791462,1.495055639,0.002829411,0.819838068,0.019690019,0.034052157,0.039248406,10.09601748,0.002093687,0.002919544,11.1791227,0.114376093,0.005001606,0.026333207,0.031382176,0.021305172,0.027096066,0.000834366,0.000175748,0.002110793,0.003834935,0.00443775,0.058107917,0.016279788,0.036397578,0.003918865,0.015841931,0.00322134,0.000694541,0.003464217,0.000478879,0.003068441,0.000644139,0.001704981,0.000240954,0.001431188,0.000219335,0.000627109,0.000173719,0.001690349,1.73E-06,5.49E-05,0.174795309,0.00418243,0.002681984,0.001084236
160824-A,D0439-1b    8/24/2016 2:00:03 PM,0.034591019,0.002727728,0.930042071,1.088203587,21.11519843,43.75005264,0.77979917,0.031283789,5.87022501,1.675385827,0.002561889,0.869482343,0.016674229,0.019444043,0.04088134,10.36108886,0.001685285,0.002597648,12.87265948,0.082672078,0.003949789,0.025088814,0.03032654,0.017963876,0.023519005,0.000962056,0.000139116,0.002172138,0.001969699,0.004219933,0.057554683,0.014367083,0.030967699,0.003472444,0.013647743,0.002898155,0.000649705,0.002804672,0.000426263,0.002584823,0.00054666,0.001484554,0.000203182,0.001217121,0.000188416,0.000568791,0.000157679,0.001509347,1.99E-06,6.10E-05,0.199756166,0.004124668,0.002333951,0.000905739
160824-A,D0439-2a    8/24/2016 2:02:45 PM,0.038785522,0.003009536,0.927027882,1.178072635,22.67316583,44.7566493,0.724142788,0.080211867,5.586293881,1.189700087,0.003022341,0.797049765,0.020064086,0.021663514,0.03359535,11.18725989,0.001329892,0.003687651,10.16063044,0.185329009,0.003747429,0.023924129,0.023321297,0.020623309,0.022175713,0.000837974,0.00040741,0.002010188,0.004283726,0.004557454,0.06133498,0.016654232,0.035417879,0.003865193,0.015468494,0.003178567,0.00067693,0.003125467,0.000465544,0.002873493,0.000571472,0.001615376,0.000210544,0.001415357,0.00020937,0.000563749,0.000170715,0.001360838,0.000002838,6.22E-05,0.165612219,0.00464813,0.002860283,0.001056236
160824-A,D0439-2b    8/24/2016 2:04:59 PM,0.039382044,0.003572665,0.976545687,1.148808946,23.3941642,44.09674208,0.72995531,0.279737202,5.514112827,1.418972802,0.002680491,0.804848191,0.018625333,0.011355893,0.029823902,10.64387662,0.001100298,0.003284257,10.33384351,0.106362874,0.003566672,0.02425787,0.025901547,0.018587492,0.020962842,0.001016444,0.000166461,0.001852954,0.002440147,0.004546789,0.06429459,0.015414607,0.031588112,0.003513787,0.01384667,0.002930525,0.000645664,0.002901446,0.000422066,0.002566471,0.000531898,0.001443081,0.00018283,0.001202827,0.000186769,0.000546148,0.000165574,0.001310509,2.32E-06,7.47E-05,0.186943159,0.004566524,0.002654216,0.000971169
160824-A,D0436-1a    8/24/2016 2:07:41 PM,0.012772533,0.001531976,0.292821759,0.706691569,15.11815758,37.64905958,1.098891508,0.106402162,2.933410301,0.738824805,0.001984956,0.558384874,0.01402974,0.005194306,0.03509319,6.965241048,0.000810069,0.002142786,25.18147094,0.349014825,0.004402541,0.011878041,0.034889054,0.009574222,0.016853356,0.007955952,0.003230104,0.001744449,0.012775876,0.002633331,0.041587093,0.008491017,0.015860804,0.001816489,0.007148781,0.00150159,0.000283654,0.00142556,0.000219583,0.001395589,0.000280509,0.000818353,0.000112927,0.000703051,0.000109932,0.000430255,0.000136025,0.001562467,6.35E-06,5.15E-05,8.027397703,0.008108532,0.001962359,0.000722482
160824-A,D0436-1b    8/24/2016 2:09:55 PM,0.01074818,0.001853787,0.493094852,0.703006381,15.64603755,34.58292643,0.973964595,0.83425684,2.636826868,0.687877853,0.002097659,0.613904421,0.013136584,0.005299035,0.03676428,7.409542105,0.000788443,0.001881647,27.22626568,0.308923012,0.003912702,0.010633045,0.033229874,0.008872425,0.016068151,0.00729595,0.00306991,0.001460995,0.010910536,0.002477492,0.044797182,0.008019732,0.015182184,0.00170619,0.006849033,0.001416583,0.000284166,0.001363846,0.000198581,0.00129276,0.000270444,0.000740499,0.00011117,0.00069117,0.000099369,0.000395452,0.000130791,0.001350323,3.95E-06,5.68E-05,7.617541139,0.007885484,0.001810134,0.000675692
160824-A,D0436-2a    8/24/2016 2:12:37 PM,0.011008271,0.000783065,0.243943474,0.678500194,14.48166568,33.18073656,1.07685994,0.355944542,1.866462557,0.753994747,0.001699204,0.637087447,0.010883411,0.006189142,0.069395816,6.512766747,0.000849201,0.002309056,25.77356998,0.8465909,0.004338664,0.006735206,0.053029541,0.007619618,0.017643813,0.013482534,0.004244633,0.003029354,0.030727516,0.001386781,0.042928594,0.010490452,0.019057335,0.002268092,0.008852483,0.001821574,0.000313535,0.001487801,0.000192602,0.001167754,0.000232616,0.000630916,8.32E-05,0.000572776,8.69E-05,0.000434579,0.000114708,0.002674505,0.000000731,5.46E-05,13.23885889,0.012017968,0.001529349,0.000650502
160824-A,D0436-2b    8/24/2016 2:14:52 PM,0.010577731,0.00122842,0.166856053,0.596367833,13.44462409,30.59083869,0.959202867,0.418194171,1.609131785,0.669488134,0.001829597,0.677023786,0.009952033,0.004887388,0.067335211,6.071847938,0.000762267,0.001573831,31.36089308,0.624933455,0.003784284,0.005840761,0.04823422,0.007641538,0.017674036,0.012688431,0.00426685,0.00292268,0.03017287,0.001263362,0.030930139,0.010882345,0.019547989,0.002295011,0.009106473,0.001901143,0.000348797,0.001497408,0.000207863,0.001206147,0.000239936,0.000639716,9.46E-05,0.000608716,8.16E-05,0.000453995,0.000110886,0.002583849,1.63E-06,4.70E-05,12.48172463,0.011274089,0.001566083,0.000612633
160824-A,D0437-1a    8/24/2016 2:30:56 PM,0.021772063,0.003021941,0.454086753,0.951718891,14.23148965,47.68348856,0.717534337,0.083163273,3.891191766,2.274945551,0.001633222,0.608429673,0.041204498,0.008445392,14.98104767,7.230533992,0.00195987,0.002029102,5.700708157,0.072798063,0.019926225,0.019046475,0.08256633,0.006905643,0.012081265,0.000194356,0.000435164,0.004684332,0.001151119,0.003099973,0.371398902,0.004784642,0.012779019,0.001350368,0.007491235,0.002138146,0.000493124,0.001459015,0.000218633,0.001252179,0.000247648,0.000609234,8.47E-05,0.000564418,8.14E-05,0.000263721,0.000127719,0.000807091,3.12E-06,6.03E-05,0.473557213,0.004355055,0.001355355,0.003224487
160824-A,D0437-1b    8/24/2016 2:33:11 PM,0.023966929,0.003520552,0.466871447,0.86901734,14.29982778,48.43954178,0.699660086,0.284806932,3.9902617,2.248214627,0.001691811,0.621799838,0.045477343,0.00426003,15.12432032,6.33593464,0.001593262,0.00138785,5.277301854,0.052268577,0.012238781,0.019787445,0.087372034,0.00752723,0.01293597,0.000193618,0.000575707,0.002644234,0.001250498,0.003144743,0.442280128,0.004820965,0.012635359,0.001444048,0.007571793,0.002251595,0.000584708,0.001685761,0.000228931,0.001436675,0.000254138,0.000703447,9.98E-05,0.000603956,9.16E-05,0.000280833,0.000151073,0.001030888,2.70E-06,6.26E-05,0.57294918,0.004626143,0.001352558,0.00345616
160824-A,D0437-2a    8/24/2016 2:35:52 PM,0.020839825,0.002826333,0.601770437,0.997149419,16.03862661,43.27329523,0.442369564,0.253330583,3.558442235,3.664759683,0.001929729,0.495555957,0.029235935,0.011333531,12.27090588,9.703431864,0.001804219,0.003173175,7.838234084,0.067771726,0.007413265,0.018170318,0.080926681,0.007449535,0.012486158,0.000165778,0.000322059,0.000948853,0.000857311,0.003438646,0.209240142,0.004219515,0.009755306,0.001107669,0.005858045,0.001569421,0.000405955,0.001175711,0.000193654,0.001157853,0.000219872,0.000620568,9.34E-05,0.000589428,8.01E-05,0.000278046,9.42E-05,0.000515746,0,2.71E-05,0.34833944,0.001696033,0.001460167,0.002338072
160824-A,D0437-2b    8/24/2016 2:38:09 PM,0.02564788,0.002264363,0.629477024,0.896002141,16.20398011,45.82199156,0.51339642,0.235896845,3.982092161,3.537002251,0.001975434,0.476399465,0.035371185,0.00575034,10.88510803,8.368252225,0.001629915,0.0027096,7.403543255,0.051960736,0.010078595,0.019880721,0.085068304,0.008269233,0.012699584,0.000230386,0.000259754,0.000660967,0.000797951,0.003051802,0.258391613,0.004550143,0.010339821,0.001237174,0.006243985,0.001656523,0.000449714,0.001469881,0.000203049,0.001233941,0.000274608,0.000732266,0.000100807,0.00061076,8.54E-05,0.000296115,0.000107346,0.000636568,0,3.84E-05,0.484377383,0.001399756,0.001506326,0.002610141
160824-A,D0490-1a    8/24/2016 2:40:49 PM,0.009528863,0.000745024,0.319051374,0.375327838,8.209921768,29.35457756,0.147504768,0.14810239,1.331675383,1.211709052,0.000902143,0.265099004,0.035869889,0.00058123,0.033505337,3.494709783,0.00046452,3.08E-05,13.90342951,0.025498751,0.02223403,0.003446942,0.030892929,0.00944363,0.016195268,0.001462044,0.001187875,0.000397339,0.014592381,0.000227394,0.602745825,0.002927088,0.007656344,0.000844038,0.003412004,0.000866352,0.000207931,0.001276043,0.000234846,0.001426961,0.000271746,0.000658827,8.02E-05,0.000438247,5.78E-05,0.000402647,0.000159062,0.000958507,0.000003046,7.19E-06,40.39895928,0.002024261,0.001659875,0.004407045
160824-A,D0490-1b    8/24/2016 2:43:05 PM,0.008691116,0.000639072,0.327102185,0.392493415,8.964430026,30.65305936,0.141167629,0.076087603,1.580673141,1.225577469,0.000827797,0.263871119,0.03316209,0.000855334,0.039120424,4.443507067,0.00043755,0.000194306,10.37714839,0.028291679,0.020837453,0.004140167,0.036179856,0.0091601,0.015257938,0.001541193,0.001232234,0.000381744,0.014652384,0.000246091,0.870144561,0.002854121,0.007248503,0.00079216,0.003149042,0.000797741,0.000187822,0.001229669,0.000230159,0.001447182,0.000263479,0.000605548,6.98E-05,0.00040866,5.21E-05,0.000358784,0.000157409,0.000880361,2.37E-06,7.90E-06,40.44055816,0.001958322,0.001551264,0.004078996
160824-A,D0490-2a    8/24/2016 2:45:45 PM,0.012004798,0.001014218,0.233865764,0.541280032,7.145265423,30.23703468,0.341513842,0.042370153,1.19638584,2.107221877,0.00089311,0.271027811,0.031452701,0.000980015,0.045258076,4.18881395,0.000180394,0.000185843,12.38845087,0.062029492,0.020772858,0.002901387,0.045551108,0.006518982,0.0116849,0.001286585,0.001038051,0.000429587,0.015306727,0.000199385,1.050970771,0.003490042,0.008223147,0.000935029,0.0035046,0.00079559,0.000183277,0.000977639,0.000168228,0.001053905,0.000188143,0.000486727,5.42E-05,0.000330431,4.71E-05,0.000338057,0.000170317,0.000835959,4.78E-06,1.49E-05,39.96652479,0.001792444,0.001716542,0.004274795
160824-A,D0490-2b    8/24/2016 2:48:01 PM,0.010936503,0.000627624,0.297225529,0.506592228,8.554227796,31.89277177,0.319940128,0.270955267,1.784366872,1.967668954,0.000808682,0.252343919,0.027789253,0.000949496,0.045936397,4.760781676,0.00021332,0.000290249,10.08297957,0.060774892,0.018823764,0.004388765,0.062146375,0.005857811,0.010637368,0.001103285,0.001099516,0.000379123,0.014233092,0.000188422,1.87492073,0.00316094,0.007251993,0.000851471,0.003201001,0.000730686,0.000179793,0.000918997,0.00016138,0.000925705,0.000168669,0.000422665,5.70E-05,0.000314034,0.0000431,0.000293465,0.000166154,0.000767681,1.68E-06,6.25E-06,37.14142563,0.001610207,0.001556027,0.003827106
160824-A,D0492-1a    8/24/2016 2:50:43 PM,0.008594507,0.001098352,0.151792577,0.429316232,6.698090949,26.36733237,0.121738638,0.591599427,1.072555162,0.658252483,0.000916896,0.206479772,0.010553001,0.001383583,0.049186711,1.299548046,0.000396368,0.000930701,16.55576681,0.864238533,0.024869173,0.006271722,0.02073204,0.00649034,0.009005519,0.014990497,0.002845583,0.000292836,0.031451903,0.000979236,0.089676142,0.002079052,0.004550913,0.000544436,0.002103777,0.000576925,0.00012328,0.000801867,0.000144035,0.001004359,0.000199455,0.000581584,7.24E-05,0.000426961,6.46E-05,0.000256456,0.000110052,0.000427402,7.10E-06,1.45E-05,44.68031803,0.003047731,0.001064114,0.004104862
160824-A,D0492-1b    8/24/2016 2:52:59 PM,0.008277193,0.000821079,0.078360412,0.380328899,6.360103085,23.67708958,0.070967967,0.431478727,0.888696952,0.39588198,0.000768668,0.189023856,0.009549343,0.000527099,0.046981786,1.218813866,0.000369916,0.000838781,23.6943778,0.829005198,0.024474464,0.005505264,0.010575319,0.006027999,0.008145858,0.014184467,0.002704175,0.000260868,0.028593843,0.00086822,0.030032102,0.001902239,0.004130041,0.000492656,0.002015468,0.000486525,0.000113065,0.000695073,0.000148004,0.000930808,0.000185899,0.000526473,6.88E-05,0.000438675,6.10E-05,0.000229597,9.22E-05,0.000393698,9.20E-06,8.76E-06,41.56595349,0.0027797,0.000938855,0.00376499
160824-A,D0492-2a    8/24/2016 2:55:41 PM,0.009385432,0.000925327,0.098517178,0.616490902,9.900241399,28.6976865,0.112361819,0.471291088,0.623379212,0.871357887,0.001366194,0.326228796,0.014762278,0.001224293,0.081499557,1.488969452,0.000558071,0.000924635,12.77900605,0.848540198,0.036949012,0.003738911,0.010799437,0.008833904,0.018803693,0.011438101,0.00338081,0.000986815,0.037265454,0.000477891,0.026409737,0.00424481,0.008963434,0.001063077,0.00434344,0.00096451,0.000212556,0.001233902,0.000203916,0.001388056,0.000284966,0.000782084,0.000099966,0.000648689,9.27E-05,0.000561253,0.000232842,0.000564523,0.000004478,1.44E-05,42.85767062,0.00518403,0.00223096,0.005210728
160824-A,D0492-2b    8/24/2016 2:57:55 PM,0.007609818,0.000751991,0.087918398,0.584014723,8.751730102,25.54726837,0.100721129,0.413823744,0.524067012,0.789198579,0.001165185,0.313558207,0.013295737,0.001338767,0.080919004,1.439125889,0.00046069,0.000973207,21.18979867,0.832884189,0.033314545,0.003020696,0.00947198,0.008310342,0.017617733,0.010214433,0.003139349,0.000749273,0.035221026,0.000399616,0.026902883,0.00396534,0.008553271,0.000998758,0.00394965,0.000924917,0.000201183,0.001127687,0.000201076,0.001318969,0.000274028,0.000699804,9.11E-05,0.000590678,8.89E-05,0.000519201,0.000240619,0.000543013,8.82E-06,1.44E-05,39.13492524,0.004869816,0.002102389,0.004805811
160824-A,D0491-1a    8/24/2016 3:00:37 PM,0.009995301,0.000534798,0.171086731,0.935958124,7.356729508,33.4294649,0.094059671,0.093153451,0.79925878,0.93909718,0.0005844,0.196316137,0.014571081,0.000754885,0.096522915,1.858972781,0.001019575,0.000510267,13.12635528,3.353835913,0.020529836,0.002694202,0.025179243,0.0044485,0.009070908,0.011297709,0.01855548,0.000282133,0.018830279,0.000166979,0.018734536,0.002160459,0.004833521,0.000561331,0.002171994,0.000587395,0.000160184,0.000673746,0.000123861,0.000747995,0.000143741,0.000342251,3.74E-05,0.000221742,3.27E-05,0.000225407,0.000138015,0.000864204,1.60E-05,5.74E-06,37.36591605,0.004655928,0.001076079,0.005732831
160824-A,D0491-1b    8/24/2016 3:02:51 PM,0.009388961,0.000353862,0.090287657,0.932859129,7.323935317,32.36904188,0.094822583,0.177890119,0.637268604,0.955025995,0.00047988,0.203233107,0.013843959,0.000541832,0.102229758,1.882994942,0.000954288,0.000526118,12.31334288,3.446232771,0.018809863,0.002511254,0.026613369,0.004268292,0.008639856,0.011749032,0.020580612,0.000256,0.018384762,0.00016171,0.019681998,0.002096269,0.004767352,0.000531717,0.002226209,0.000547201,0.000157819,0.000711542,0.000118661,0.000693579,0.000134527,0.000322295,4.23E-05,0.00021926,2.70E-05,0.000221847,0.000128135,0.000811631,1.73E-05,7.84E-06,39.28807128,0.004704612,0.001045496,0.005485745
160824-A,D0491-2a    8/24/2016 3:05:33 PM,0.009876505,0.000271856,0.15427396,1.33392135,8.226476055,34.73988264,0.190488113,0.507431046,0.831908586,1.972279197,0.000632115,0.205412002,0.013579476,0.001359239,0.101351605,1.939269665,0.00077164,0.000513598,10.56989327,3.551567991,0.019241266,0.002532903,0.039066334,0.004922171,0.007046679,0.010656451,0.017911009,0.000309717,0.020007875,0.000136733,0.030604182,0.002338417,0.005281657,0.000623121,0.002358941,0.000644459,0.000179715,0.000725677,0.000125765,0.000811296,0.00015515,0.000358487,4.18E-05,0.000241207,3.18E-05,0.000198813,0.000129131,0.000840638,1.23E-05,5.69E-06,35.4709379,0.003852866,0.001114469,0.005395455
160824-A,D0491-2b    8/24/2016 3:07:49 PM,0.00919489,0.000592495,0.102681838,1.284293335,8.306569904,31.40904829,0.177190819,0.370182072,0.62893977,2.01420067,0.000608743,0.214803383,0.013037955,0.000861585,0.104843584,1.840268652,0.000810332,0.000461452,12.41060514,3.579756335,0.018727092,0.002333741,0.037552176,0.005243521,0.007197087,0.011023822,0.019729884,0.000253811,0.017895185,0.0001364,0.029541576,0.002454603,0.005460346,0.000619409,0.002488305,0.00062301,0.000166065,0.000767594,0.000137983,0.000819891,0.000150031,0.000366433,4.14E-05,0.000243449,2.89E-05,0.000217617,0.000129027,0.000787452,1.54E-05,8.75E-06,37.35544272,0.003829856,0.001111911,0.005504378
160824-A,D0443-1a    8/24/2016 3:10:29 PM,0.038548456,0.000935153,0.517783956,0.744796393,16.49864568,45.80741415,0.247860629,0.577108597,4.187171753,1.270680217,0.00101393,0.282376384,0.014868297,0.000875759,2.38306189,2.869124224,0.000519557,0.001155492,23.72347399,0.13148028,0.006487912,0.017245572,0.015919275,0.003040766,0.009647639,0.000812916,0.000117323,0.002958539,0.000310111,0.003062061,0.041598039,0.002598396,0.005245075,0.000622784,0.002798182,0.000765274,0.000212501,0.000924119,0.000110897,0.000616596,0.0001004,0.000285018,3.57E-05,0.000237511,3.12E-05,0.000254632,6.04E-05,0.00125944,0,0.000298173,0.581319627,0.000435295,0.000853654,0.000840194
160824-A,D0443-1b    8/24/2016 3:12:45 PM,0.028938365,0.000567089,0.326123301,0.630980666,13.92865307,40.21761593,0.201549645,0.398881131,3.166864026,0.938874338,0.000855859,0.203163467,0.011848477,0.000922646,2.19567963,2.411239485,0.000439535,0.001155127,34.62594595,0.121353148,0.006417835,0.012308615,0.01169972,0.0023467,0.007531554,0.000655417,7.91E-05,0.002338126,0.000221897,0.00266214,0.034685209,0.001947513,0.004176071,0.000488094,0.00221853,0.000632517,0.000149744,0.000618942,8.20E-05,0.000401734,7.97E-05,0.000235812,2.72E-05,0.000189591,2.54E-05,0.000194109,4.37E-05,0.001008326,0,0.000137402,0.493021591,0.00037402,0.000670912,0.000679922
